600.000;0.149;70.898;0.149
601.000;0.151;70.629;0.151
602.000;0.148;71.059;0.148
603.000;0.149;70.914;0.149
604.000;0.149;71.018;0.149
605.000;0.146;71.408;0.146
606.000;0.149;71.018;0.149
607.000;0.149;70.997;0.149
608.000;0.150;70.807;0.150
609.000;0.149;70.878;0.149
610.000;0.149;70.942;0.149
611.000;0.149;70.953;0.149
612.000;0.149;70.988;0.149
613.000;0.150;70.722;0.150
614.000;0.150;70.747;0.150
615.000;0.148;71.191;0.148
616.000;0.150;70.815;0.150
617.000;0.150;70.862;0.150
618.000;0.149;70.919;0.149
619.000;0.149;70.974;0.149
620.000;0.150;70.849;0.150
621.000;0.149;70.887;0.149
622.000;0.149;70.966;0.149
623.000;0.150;70.779;0.150
624.000;0.147;71.219;0.147
625.000;0.150;70.771;0.150
626.000;0.149;70.878;0.149
627.000;0.148;71.180;0.148
628.000;0.149;70.952;0.149
629.000;0.148;71.112;0.148
630.000;0.150;70.837;0.150
631.000;0.149;70.966;0.149
632.000;0.149;70.933;0.149
633.000;0.148;71.040;0.148
634.000;0.149;71.002;0.149
635.000;0.148;71.158;0.148
636.000;0.149;71.029;0.149
637.000;0.149;70.936;0.149
638.000;0.150;70.848;0.150
639.000;0.149;71.021;0.149
640.000;0.148;71.112;0.148
641.000;0.149;70.974;0.149
642.000;0.149;71.010;0.149
643.000;0.150;70.730;0.150
644.000;0.149;71.018;0.149
645.000;0.149;71.024;0.149
646.000;0.148;71.172;0.148
647.000;0.148;71.133;0.148
648.000;0.149;71.018;0.149
649.000;0.148;71.136;0.148
650.000;0.149;70.985;0.149
651.000;0.149;70.950;0.149
652.000;0.149;70.983;0.149
653.000;0.149;70.906;0.149
654.000;0.147;71.295;0.147
655.000;0.149;70.909;0.149
656.000;0.149;70.892;0.149
657.000;0.149;70.952;0.149
658.000;0.148;71.133;0.148
659.000;0.149;70.906;0.149
660.000;0.148;71.144;0.148
661.000;0.148;71.199;0.148
